Part_Name,Count,Percentage
"GARNISH,FRONT ,RH",1,0.0
Valve canister Purge,1,0.0
SCOKET USB,1,0.0
"FR RCLNG INSIDE, R",1,0.0
FR RCLNG INSIDE LOWER R,1,0.0
PANEL INSTRUMENT LOWR,1,0.0
GLAS WINDSHILED,1,0.0
CABLE SHIFT CONT,1,0.0
"WEATHERSTRIP, FRONT OPNG, L",1,0.0
"TRIM, FRONT OPENING",1,0.0
TRIM RH RR DOOR,1,0.0
Rod engine RR torque,1,0.0
FR LH SEAT BELT,1,0.0
CUSHION FR  RH,1,0.0
FOG LAMP RIGHT,1,0.0
Garnish rdtr upr grill,1,0.0
REINF RR,1,0.0
MEMBER TOP,1,0.0
WSTRIP RH,1,0.0
R/H WEATHERSTRIP REAR DOOR OUTER,1,0.0
SWITCH ASSY DOOR FRONT,1,0.0
GURAD ASSY SIDE SILL SPLASH R,1,0.0
barcket comp engine mounting rear,1,0.0
Sash rear door rear LH,1,0.0
EXT ASSY,1,0.0
COVER FRONT DOOR GRIP HANDLE,1,0.0
GLASS Fr DOOR WINDOW RH,1,0.0
Rear Wiper Arm,1,0.0
GURD,1,0.0
pipe joint LH,1,0.0
lamp assy room,1,0.0
cowl top side RH,1,0.0
Reinforcement frt hinge RH,1,0.0
GUARD ASSY FR SPALASH LH,1,0.0
member back inner,1,0.0
"PANEL , EXTENSION APRON REINF R",1,0.0
louver side vent RH,1,0.0
steering column shield hole,1,0.0
Latch front LH,1,0.0
garnish frt pillar outer RH,1,0.0
pad front RH,1,0.0
Weather strip front RH,1,0.0
RADIATOR GRILLE UPPER BLACK,1,0.0
emlem wan r,1,0.0
"EXTENSION , APRON FR. REINF RH",1,0.0
Frame Comp Frt Suspension,1,0.0
"COLUMN ASSY,COLPS",1,0.0
MOUNT RAD SUPR UPR,1,0.0
CVR ENG UNDER SIDE R,1,0.0
BRACE LAMP SUPPOPT LH,1,0.0
FR. LH SEAT BELT,1,0.0
BAR CONP STABILIZER,1,0.0
Ganrish rr lower,1,0.0
PANEL REAR LAMP HSG,1,0.0
"CR COMP, FR BR LOWER",1,0.0
decel l qtr,1,0.0
Hose EGR Cooler WTR Outlet,1,0.0
LAMP UNIT RR COMP L,1,0.0
"TAPE, FRONT D OUTER UPR LH",1,0.0
"UNIT HEAD LAMP,LH( IMT 23 )",1,0.0
"BEARING,CON ROD I",1,0.0
GLASS Fr DOOR WINDOW LH,1,0.0
Lamp Assy Rr Comp R,1,0.0
HOLDE RR SIDER,1,0.0
"TRIM COMP,FRONT DOOR,RH(",1,0.0
Latch assembly rr,1,0.0
Winder assy rr,1,0.0
CONNROD ASSY II,1,0.0
"TAPE,REAR  OUTER,L",1,0.0
"TRIM COMP,FRONT DOOR",1,0.0
GARNISH ASSY FR BUMPER SIDE LH,1,0.0
"LAMP UNIT RR, COMB RH/LH",1,0.0
Seam Sealaer,1,0.0
"EXTENSION COMP,RR FLOOR SIDE,R/l",1,0.0
"PANEL, PARTITION SIDE, L",1,0.0
"MOLDING, ROOF RH/LH",1,0.0
SHROUD  INTERCOOLER ,1,0.0
PANEL COMP  HOOD ,1,0.0
GARNISH  RADIATOR  UPPER  GRILLE,1,0.0
COVER DRVR OUTSIDE,1,0.0
"SHAFT ASSY,DRIVE,RH",1,0.0
COVER  ENGINE UNDER SIDE  LH,1,0.0
TAPE FRDOOR OUTER RR R,1,0.0
COVER COMP FR  BUMPER LOWER ,1,0.0
glass frt d l,1,0.0
"HUB ASSY, REAR WHEEL",1,0.0
"PUMP ASSY, FUEL",1,0.0
HARNESS ASSYINSTRUMENT P,1,0.0
ARM ASSYFRONT SUSPENSION RH,1,0.0
BODY SIDE MOULDING ,1,0.0
SWITCH DOOR POWER,1,0.0
"EMBLEM, S (CHROME) INS",1,0.0
.CASE HEATER LH (DR SIDE),1,0.0
TAPE REAR DOOR OUT FR RH INS 100%,1,0.0
"PAN SET,T/M OIL INS",1,0.0
DDIS MONOGRAM,1,0.0
Cap Fr,1,0.0
Rhs drive shaft,1,0.0
Rhs lower arm,1,0.0
Rhs fender,1,0.0
BMPR Bracket,1,0.0
WHEEL(15X5 1/2J) INS 100%,1,0.0
FOOD DUCT SUB ASSY,1,0.0
PANELFR FENDER RH,1,0.0
Gasket Cyl Head to 72,1,0.0
ANABOND 685 RTV,1,0.0
"SPROCKET,CRANKSHAF",1,0.0
WEATHERSTRIP REAR DR OPNG LH,1,0.0
"BOLT,STUD INJ",1,0.0
HOUSING ASSY,1,0.0
PANEL BACK NEW,1,0.0
LH FANDER LINING,1,0.0
BRACKET RH FR,1,0.0
TAPE REAR DR OUTER REAR LH,1,0.0
GLASS COMP RR DR WDW RH,1,0.0
"GRILLE,RADIATOR UPPER INS",1,0.0
CVR STRG CLM HOLE,1,0.0
BRKT STBLSR BAR 2,1,0.0
WHEEL RIM ASY LH,1,0.0
WEATHERSTRIP W/S,1,0.0
PANEL FRT PILLAR OUTER RH,1,0.0
Guide timing Chain,1,0.0
"HOSE, VAC PIPE TANK SIDE",1,0.0
HINGE COMP DOOR NO.2,1,0.0
Hinge LH ,1,0.0
H/L Support RH,1,0.0
GOLDER FRT BUMPER FRT LH,1,0.0
"HOSE, VACUUM TANK",1,0.0
"CUSHION,SIDE DOR OU",1,0.0
FRAME ROOF SIDE,1,0.0
SWITCH ASSY COMP,1,0.0
"PNL COMP,WHEEL HOUSE INNER,L",1,0.0
BRACKE HOOD LOCK,1,0.0
"EXTENSION, REAR BMPR RH",1,0.0
"TAPE, REAR ouTER ROOF LH",1,0.0
CARPET QTR INNER REAR RH,1,0.0
BUMPER FRONT LWR LH,1,0.0
Garnish Cowl Top Side Light,1,0.0
"BRACKET, RDTR SUPPORT UPP RH",1,0.0
AC gas refrigerant,1,0.0
"BRACKET, RDTR SUPPORT UPP LH",1,0.0
HOSE BY PASS,1,0.0
PIPE LIQUID NO.1-1,1,0.0
PIP INTERCOOLER 1,1,0.0
ECSTAR PETROL 0W20 - IOCL - ,1,0.0
wheel house,1,0.0
liner RH ,1,0.0
FRAM SUSPENSION,1,0.0
COVER END LOWER RH,1,0.0
Cover Rad RH,1,0.0
Handle Reater,1,0.0
"SEAL,EXT CASE",1,0.0
Wheek housing outer Lh,1,0.0
"SEAL, VALVE STEM : 16Nos Rs @18.64/-",1,0.0
Head light lh,1,0.0
wheel Rim LH,1,0.0
Garnish Ft Fender RH,1,0.0
Hinges RH Door Uppe/Low,1,0.0
GLASS FRONT DR WINDOW LH,1,0.0
"TAPE FRONT DOOR OUTER FR,L",1,0.0
"Seal, Crank Shaft Front 2",1,0.0
"Seal, Crankshaft Rear Oil",1,0.0
FRAME COMP FRONT DOOR OUTER,1,0.0
ABSORBER BUMPER RR,1,0.0
ABSORBER SHOCK RR L/R,1,0.0
PANEL LAMP HOUSE RR OUTER LH,1,0.0
SEALENT WIND SCREEN SET,1,0.0
BKT Fr. Feder UPR Fr,1,0.0
Panel dash side R,1,0.0
Panel dash side Fr. R,1,0.0
Axle Assy LH,1,0.0
Panel Comp Side Sill Inner,1,0.0
DASHBOARD WALL ASSY,1,0.0
Tape Fr Door outer RR RH,1,0.0
Mirror RR View RH,1,0.0
Mirror inside Rear View,1,0.0
Member Frt BPR Upr,1,0.0
Grille Radiator Assy,1,0.0
BODY SIDE MOULDING CHROME,1,0.0
HOLDER R BUMPER LH,1,0.0
L/H GUARD ASSY FRONT DOOR SPLASH,1,0.0
Cover instrumental center,1,0.0
Body filler,1,0.0
"ARM ASSY,FRON L",1,0.0
"PANEL,WHEEL HOUSE",1,0.0
L/H GARNISH COMP COWL TOP,1,0.0
SEALING COWL VENTILATOR,1,0.0
SILINCER COMP DASH OUTER,1,0.0
L/H TAPE REAR DOOR OUTER FRONT,1,0.0
Guard Side sill Splash RH,1,0.0
BIZEL FOG LM,1,0.0
HOLDER FR BMR SIDE R,1,0.0
"HINGE COMP,FR.HOOD LH.",1,0.0
stop front door open,1,0.0
R/H HOLDER RADIATOR GRILLE,1,0.0
ARM ASSY FRONT SUSPENSION CONTROL,1,0.0
Hignge rhs,1,0.0
Gear Box Housing Right,1,0.0
Pipe Exhaust No .1,1,0.0
Sealent Set 1,1,0.0
sealant ws glass,1,0.0
Panel Front Pillar Inner Left,1,0.0
OIL PAN MEMBER,1,0.0
Tape Ft Door LH,1,0.0
Mirror Assy Rr/View RH,1,0.0
cover front fender upper right,1,0.0
Weatherstrip Fr Door inner R,1,0.0
"MEMBER COMP,FRONT LOCK",1,0.0
"HUB ASSY,FRONT WHEEL 2",1,0.0
lh head light assy,1,0.0
FRONT END LOWER CVR,1,0.0
Seal crank shaft rear oil,1,0.0
Oring,1,0.0
Bearing set crank thrust,1,0.0
Thermo state water,1,0.0
"SEAL, BELT COR OUTSIDE",1,0.0
"SUPPORT, FRONT STRU",1,0.0
"COV COMP,TIMING BELT OUTS",1,0.0
Decal Body Side Rear Door Right ,1,0.0
"WIRE COMP,AIR BAG",1,0.0
DOOR REAR HANDLE,1,0.0
MOUNTING COMP ENGINE R,1,0.0
REAR LH DOOOR HINGES,1,0.0
OLDER BUMPER SIDE L,1,0.0
GARNISHFR 1,1,0.0
PIPE ASSYCLUTCH OIL RH,1,0.0
SEALANT 2,1,0.0
GARNISH COMP RF,1,0.0
Bezel Fog Lamp ,1,0.0
"TAPE, DOOR OUT",1,0.0
LAMP ASS HIGH,1,0.0
coating reg,1,0.0
grille comp rdtr,1,0.0
"TRIM, REAR DRRH (BLACK)",1,0.0
Holder Fr,1,0.0
Bezel Fr Fog Lamp L and R,1,0.0
Seal Set Hood Fr,1,0.0
"COVER,FR BMP LWR",1,0.0
HOOK REAR,1,0.0
NETT OF SALVAGE,1,0.0
FRONT SHOCKAB,1,0.0
RADITOR SUPPORT,1,0.0
"BAR COMP,FRONT STABILIZ",1,0.0
COMPRESSOR BELT,1,0.0
Cover side lh lower ,1,0.0
BRACE CENTER,1,0.0
PANEL REAR LAMP HOUSE OUTER LEFT,1,0.0
BAR TRUNK LID HINGE RIGHT,1,0.0
Sensor from impact,1,0.0
"GROMMET REAR COMB. LAMP,LOWER",1,0.0
BEARING COMP THRUST RED,1,0.0
HOSE SEPARATOR INLET,1,0.0
GASKET PIPE BAFFLE PLATE,1,0.0
EECO FRONT PANEL ASSY,1,0.0
DECAL BODY SIDE FRONT DR L,1,0.0
"HANDLE OUTSIDE,ALTO",1,0.0
"WEATHERSTRIP,REAR DR OPNG,LH ",1,0.0
HOLDER FR BUMPE FR RH,1,0.0
EECO CROWL TOP,1,0.0
HOLDER FR BUMPE FR LH,1,0.0
EeCO BONNET LOCK ASSY,1,0.0
STRUT SETFRONT SPNSN R,1,0.0
FRONT DOOR RH ASSY,1,0.0
"LmpP ASSY, FOG",1,0.0
LOWER RIGHT COVR RH & LH,1,0.0
GARNISH FRT BUMPR RH,1,0.0
Guard Air,1,0.0
Pipe iquid,1,0.0
Apron RH side,1,0.0
Member hoodlock,1,0.0
STEERING COLUMN TRIM,1,0.0
REGULATOR RR WINDOW,1,0.0
ABSORBER REAR SHOCKS,1,0.0
Holder Spare Tire,1,0.0
Panel Quarter L,1,0.0
BALANCE BACK DOOR-2,1,0.0
PANEL COWL FR UPPER,1,0.0
WS DOOR OUT RH,1,0.0
Extension RR Floor Side R,1,0.0
hub wheel rh,1,0.0
Glass QTR Window ,1,0.0
Glass Comp Backdoor Window,1,0.0
steering gear rh,1,0.0
HINGE R HOOD,1,0.0
HINGE L HOOD,1,0.0
STAY PEDAL BRACKET NO. 3,1,0.0
Panel side outer RH,1,0.0
Guard Splash Fr Fndr L,1,0.0
Roof linning,1,0.0
"TRIM COMP,INNER UPPER,R AND L",1,0.0
Bolt Fr suspension frame no.2,1,0.0
Mounting Eng.RH,1,0.0
Filter oil,1,0.0
exten assy side l,1,0.0
Bracket Fr. Fender UPR Fr R,1,0.0
Extension Dash Lower inner RH,1,0.0
weather RR Door inner R,1,0.0
Regulator Front window RH,1,0.0
GARNISH COMP RR PILLAR OUTER RR LH,1,0.0
GARNISH COMP RR PILLAR OUTER RR RH,1,0.0
Trim Quarter Tower,1,0.0
BONNET ROD,1,0.0
W/Strip Rear,1,0.0
Hinge Rear Right,1,0.0
Gola Rubber Feont Left,1,0.0
Alloy wheel rear,1,0.0
SIDEBODY OUTER RH,1,0.0
Tyre 2,1,0.0
Head light bezal LH,1,0.0
Front Laminated Glass,1,0.0
Cover Front Cap,1,0.0
hinge h l,1,0.0
gaurd rr side lh,1,0.0
"EZEL,FRONT FOG LAMP,R",1,0.0
glass qtr l,1,0.0
Knob RCLNG RH,1,0.0
head Light Lh,1,0.0
GARNISH COMP FR PILLAR OUTER,1,0.0
".KNOB, HEATER CONTROL",1,0.0
WHEEL COMP(15X5 1/2J) 2 ,1,0.0
Under Retainer,1,0.0
EMBELM12,1,0.0
ROD COMP ENGINE TRQ,1,0.0
MEMBER SUPPORT LHS,1,0.0
BUMPER FR MEMBER,1,0.0
TAPE FRT DR OUTER FR RH,1,0.0
Striker R RR back,1,0.0
Trim FR Back RH,1,0.0
Adhesive-araldite,1,0.0
FRONT BMPR LOWER GRILL ALTO K-10,1,0.0
garnish Cowl top Lh,1,0.0
"PANEL ASSY, TRUNK LID, R",1,0.0
Moulding Right,1,0.0
Moulding Left,1,0.0
"REINFORCEMENT,CENTER PILLAR LOWER,L",1,0.0
"REINF COMP FRT DOOR STRIKER, L",1,0.0
Gasket injector - 4 nos,1,0.0
WEATHER STRIP FR DR INNER R,1,0.0
TAPE REAR RH 3,1,0.0
OVRN mirror RH ,1,0.0
"SOCKET & CORD ASSY.,",1,0.0
STABILIZER,1,0.0
Memeber comp apron LH side,1,0.0
"PANEL ASSY, TRUNK LID, L",1,0.0
Garnish headlamp lwr RH,1,0.0
Strenght Side Sill/Running Board Right,1,0.0
Reflector assy fr RH,1,0.0
"BULB,21/5 W,12V 2PCS",1,0.0
Dicky torsion bar Rh,1,0.0
WHEEL S/A STRG,1,0.0
UNIT LAMP FRT TRUN LH,1,0.0
PUMP ASSY FRT WHASHER,1,0.0
GARINSH FRT BUMPER SIDE L,1,0.0
"CAP,FRONT BUMPE",1,0.0
BEARING SET CRANKTHRIST,1,0.0
garish front black,1,0.0
skid plate rear,1,0.0
OIL - ECSTAR PETROL 0W20 - IOCL,1,0.0
Dashboard Instument Panel Main Upper,1,0.0
Decal Door Front Left,1,0.0
MOUNT STRUT ALTO,1,0.0
OPNER COMP. FUEL LID,1,0.0
Cap Bumper ,1,0.0
NETFRONT BUMPER,1,0.0
LINING FR FERNDER RH,1,0.0
ARM ASSY FRONT SUSPENSIO,1,0.0
"ROD ASYY,LATERA",1,0.0
"ESCUTCHEON, REGULATOR HANDLE",1,0.0
opener,1,0.0
WSTRIP  RR DR  PARTITION  RH ,1,0.0
tape door rr rh ,1,0.0
W/STRIP FR  DOOR OUTER  RH ,1,0.0
tape door rear lh ,1,0.0
EMBLEM  DZIRE,1,0.0
MEMBER ROOF  NO2 ,1,0.0
Dash Panel Side Right,1,0.0
"GARNISH,FRONT FOG LAMP RH",1,0.0
GUARD COMP SIDE SILL SPLASH LH,1,0.0
Tank set fuel,1,0.0
TIE ROD COMP STRG,1,0.0
CLIP 9,1,0.0
PANEL SIDE BODY OUTE RH,1,0.0
TRIM CTR PILLAR UPPERRH,1,0.0
Reinf fr covr RH,1,0.0
BACK S/ASSY FRONT L,1,0.0
Panel Assy Front Door RH side,1,0.0
Shaft Assembly Drive Intermediate,1,0.0
Bracket Assy Engine Rear Mounting,1,0.0
MEMEBER RH,1,0.0
"GUARD ASSY,FR DOOR LH",1,0.0
CONSUMABLE ITEM,1,0.0
ARM RR DOOR LOWER R,1,0.0
Case Blower F/R Box,1,0.0
Tape Front Pillar Upper R,1,0.0
Striker Assembly Door Front Right 2,1,0.0
GARN RR PLR OTR FR R,1,0.0
Mounting engine RR,1,0.0
Tape front door outer fr right,1,0.0
SEAL HOOD FR RH,1,0.0
PANEL FR PILLER INR RH,1,0.0
Tape rear door outer front right,1,0.0
Absorber Comp Fr Bmpr,1,0.0
PIPE CLNR SUCT,1,0.0
BOLT6,1,0.0
CLIP6,1,0.0
Unit Turn Signal Lamp Right,1,0.0
Garnish Rear Lower ,1,0.0
Bolts 06 Nos,1,0.0
Sealant Tappet Cover,1,0.0
"BEZEL COMP,FRONT FOG ,R",1,0.0
TANKASSY,1,0.0
LAMP ASSY DIE TURN SIGNAL,1,0.0
Garnish Radiator Grille Lower,1,0.0
ARM ASSY WPIER1,1,0.0
Panel comp fr pillar inner l,1,0.0
PANEL APILLAR L,1,0.0
Foglamp front LH,1,0.0
Box fuel inlet,1,0.0
Mirror assy out rear rh,1,0.0
BEZEL FR FOG LAMP  LH ,1,0.0
STRICKER BACK DOOR LATCH,1,0.0
Frame Comp Door,1,0.0
W STERIP REAR DOOR OPNG RH,1,0.0
Frt windshield glass,1,0.0
arm and blade assy rear wiper,1,0.0
"BUMPER, FRONT UPPER.",1,0.0
"PANEL,FRONT FLOOR",1,0.0
Stopper Front Sturt,1,0.0
GARNISH COMP FR FENDER FRONT LH,1,0.0
GAURD ASY FR FENDER SPLASH LH,1,0.0
WHETHERSTRIP FRONT DOOR OUT RH,1,0.0
L/H WEATHERSTRIP REAR DOOR OPNG,1,0.0
Grille Guide Air,1,0.0
"WEATHERSTRIP,FRONT OUT L",1,0.0
Knuckle Strg. Lh,1,0.0
Pipe Exh Pipe,1,0.0
Handle Door FR,1,0.0
Cover comp Fr. Bumper Lower,1,0.0
HANDLE ASSY DOOR OUTSIDE LH fr,1,0.0
BUMPERFRONT LOWERL,1,0.0
Bracket Compressor,1,0.0
GARNISH FR BUMPER SIDE,1,0.0
GRILL BPR,1,0.0
GLASS RR VIEW MIRROR R,1,0.0
Bezal fog lamp lh ,1,0.0
PIPE  CONDENSER OUTLET,1,0.0
"TAPE, REAR DR OUTER RF rh",1,0.0
braacket 1,1,0.0
GARN BACK DOOR LICENSE,1,0.0
GRILL RADR,1,0.0
Air Drying Sealer ,1,0.0
Panel assy front door RH  ,1,0.0
Set dial knob,1,0.0
Panel RR Lamp Housing OTRR ,1,0.0
TAPE OUTER UPP RH,1,0.0
Pipe Joint To Rear Brake Hose LH,1,0.0
Arm assy front suspension l,1,0.0
TANK ASSYFR AND RR,1,0.0
brace lamp supprot rh,1,0.0
Panel comp partition side l,1,0.0
Bar trunck lid hinge torsion r & l,1,0.0
switch assy power window,1,0.0
Holder fr bumper side r & l,1,0.0
Holder fr bumper front r & l,1,0.0
garnish comp trunck lid,1,0.0
stopper front strut rebound,1,0.0
LINING FRONT FENDER LH ,1,0.0
ROD COMP ENGINE RR TORQUE,1,0.0
Molding Ft pillar lower LH,1,0.0
Garnish Dickey,1,0.0
EMBLEM 1 MARK,1,0.0
FOG LAMP COVER RH AND LH,1,0.0
COVER FRONT END RH AND LH,1,0.0
PNL REAR FLOOR,1,0.0
"FRAM, FRONT SUSPENSION",1,0.0
"GARNISH, RADIATOR GRILLE UPR1",1,0.0
strength rr rh,1,0.0
coolent bottle,1,0.0
plate rr,1,0.0
LINING REAR FENDER L ,1,0.0
Panel Qtr LH ,1,0.0
Handle assy side door outer RH,1,0.0
LATCH ASSY FR DR LH,1,0.0
Weather strip Rear door opening RH side,1,0.0
DICKY EMBLEM,1,0.0
Wether Strip Door Out LH ,1,0.0
Balance Comp Back Door L,1,0.0
BOND TUBE,1,0.0
"GUARD ASSY,RR  SPLASH FR,L",1,0.0
"BEAM, FRONT FRAME LH.",1,0.0
Circlip Front Wheel Left,1,0.0
"HOLDER,FR BMPRFRONT,LH",1,0.0
Mounting Bracket LH,1,0.0
GUSSET BACK PILLAR LOWER RH LH,1,0.0
"REINF, QRT INNER FR,R",1,0.0
Door Comp Fuel Filler ,1,0.0
Holder FR Bumper Side l ,1,0.0
Bearing frt wheel,1,0.0
Buper Rear ,1,0.0
TRIM TAIL END BLACK,1,0.0
Outlet Ventiliator,1,0.0
Garnish Door Rear Left 1,1,0.0
UNIT TURN SIGNAL RH,1,0.0
garnish back lh,1,0.0
Holder FR Bumper Side R 1,1,0.0
SHAFT ASSY FRONT DRIVE LH ,1,0.0
ARM ASSY FRONT SUSPENSION L ,1,0.0
BEAM ASSY REAR SPNSN ,1,0.0
STRUT ASSY FRONT SPNSN LH ,1,0.0
Hose Tank Outlet,1,0.0
wheel rim fr rh,1,0.0
Lamp Support Right ,1,0.0
cover mirror visor lh,1,0.0
COVER FRT END UPPR LH,1,0.0
PARTITION SIDE LH,1,0.0
GRILLE COMP RDTR,1,0.0
RR LAMP HOUSE RH,1,0.0
WETHERSTRIP RR DOOR OPENING R,1,0.0
WEATHERSTRIP RR DOOR PARTITION R,1,0.0
CAP FRONT BUMPET,1,0.0
CLADDING LEFT QTR PANEL,1,0.0
TAPE REAR DOOR OUTER FR LHS,1,0.0
Hose Radiatr,1,0.0
Liner  Frt L,1,0.0
Tape Door Rear RH,1,0.0
ARM ASSY FRONT SUSPENSION ,1,0.0
FR BMR LOWER,1,0.0
OIL PUMP,1,0.0
"PANEL SET,FR",1,0.0
Holder Fr Bumper FRont Rh,1,0.0
Garnish headlamp lower  LH ,1,0.0
WEATHERSTRIP FRONT DR OUT LH,1,0.0
"GARNISH COMP COWL TOP,R",1,0.0
Uego Sensor,1,0.0
Weatherstrip ft door inner ,1,0.0
Cap fuel filler ,1,0.0
SHAFT ASSY  FRONT DRIVE  L,1,0.0
REINF COMP  FRONT DOOR HINGE  L,1,0.0
Member Hood Lock Upper,1,0.0
CUSHION SIDE DOOR,1,0.0
"PANEL, SIDE SILL OUTER, R",1,0.0
Bracket complete clutch cable,1,0.0
HALF  ENGINE,1,0.0
HOLDER RR LHS,1,0.0
motor starting,1,0.0
Guard rr dr spalsh,1,0.0
"VALVE, TIRE (",1,0.0
"RIM COMP,BACK DOOR",1,0.0
"SPRING,REAR COI",1,0.0
"BLADE ASSY, WIPER RR",1,0.0
"STRUT ASSY,BRAKE,L",1,0.0
EXTN COMP HOOD SEAL REAR,1,0.0
EXTENSION FR LWR LH,1,0.0
Pipe main PRI to HU,1,0.0
BRACKET FRONT FENDER UPPER,1,0.0
Panel complete fender apron L,1,0.0
MGGO(75W90,1,0.0
RUBBER GLASS BOTTOM CHANNEL FR,1,0.0
BRACE LAMP SUPP rh,1,0.0
GRPH BODY OMNI,1,0.0
molding rad grill lower,1,0.0
LATCH FRT DOOR LH,1,0.0
COVER ENG UNDER ,1,0.0
Member complete hood lock,1,0.0
Cover Upper,1,0.0
"ASSY,SIDE TURN SIGNAL",1,0.0
motor ass,1,0.0
cap front out,1,0.0
hose dischage,1,0.0
DECAL SIDE STRIPE DOOR FR RH,1,0.0
switch assy dr,1,0.0
carpet luggage floor,1,0.0
cross member CTR floor,1,0.0
Cotter valve,1,0.0
"MOLDING, RADIATOR GRILLE LH",1,0.0
garnosh side lh front,1,0.0
FRAME OUTER HANDEL REAR LH,1,0.0
EXTENSION COMP FRONT BMPR,1,0.0
door rear tape,1,0.0
Tak water reserve,1,0.0
Crossmember comp fr lwr,1,0.0
Stake fr fndr RH,1,0.0
Washer Cap,1,0.0
front member asy,1,0.0
BRACKET STABILIZER MOUNTING,1,0.0
WIPER ARM ASSY WINDSHIELD,1,0.0
"HINGE COMP, TRUNK LID,L",1,0.0
"LAMP ASSY, LICENSE 2",1,0.0
REINFORCEMENT COMP DASH SIDE lh,1,0.0
Tape rr dr outr rf LH,1,0.0
"ABSORBER COMP,FR BUMPER lh",1,0.0
Garnish fr lower l,1,0.0
Tape Front Door Outer Fr Lh,1,0.0
 Fender panel Front Right,1,0.0
Bar front stablizer,1,0.0
Wheels comp,1,0.0
Frame comp frt suspension,1,0.0
lamp unit rear comb r,1,0.0
w/strip frt and rr door out r and l,1,0.0
Mirror out rear view r and l,1,0.0
RAIL COMP TOP FRONT INNER,1,0.0
TAPE FR PILLAR UPr RH,1,0.0
panel rear wheel housing inner,1,0.0
REINFORCEMENTRR DR SHUT (18.75+28.12),1,0.0
"FRAME S/COMP, front",1,0.0
hinge rr lower,1,0.0
hinge rr upper,1,0.0
Pump Wiper,1,0.0
"GUSSET, REAR PILLAR LOWER RH",1,0.0
"ASSY,HIGH MT STOP",1,0.0
Tail gate Assy,1,0.0
"Carpet, Luggage Floor",1,0.0
balancer b,1,0.0
cover front fog lamp,1,0.0
CABLE CONTRACT,1,0.0
FR HOLDER FR RH,1,0.0
"REINF COMP FRT DOOR STRIKER, LH",1,0.0
GARNISH RR BUMP LWR,1,0.0
"PANEL, FR PILLAR inner lower , LH",1,0.0
side sill outer LH,1,0.0
"Emblem, S Chrome- Broken",1,0.0
Fog lamp bezel LH & RH- Broken,1,0.0
COMPRESSER ASSY,1,0.0
Member apron side l/s.,1,0.0
Cable assy contact coil..,1,0.0
COVER ENG UNDER SSIDE RH,1,0.0
MODULE ASSY A/B PASSENGER,1,0.0
HANDLE COMP LHS,1,0.0
Unit headlmap lh.,1,0.0
GRILOL RADIATOR,1,0.0
TAIL LIGHT HOUSING INNER LEFT,1,0.0
CVR MIRROR L,1,0.0
Drive Shaft Intermediate Right,1,0.0
EXTENSION FRONT FRONT FENDER LWR BRKT R,1,0.0
Trim Comp Quarter Lower L,1,0.0
Garnish Comp Back Door ,1,0.0
TAPET T 3.30,1,0.0
Air guide ,1,0.0
"LINING FRONT FENDOR, RH",1,0.0
mirro assy lh,1,0.0
TUNE SIGNAL LH,1,0.0
"TAPE, RR  SASH ROOF RH",1,0.0
COVER OUT MIRROR RH,1,0.0
steering Bolljoint End,1,0.0
"CARPET COMP,LUGGAGE FLOOR RR",1,0.0
Fr Suspension Frame assy,1,0.0
Lh Passanger air bag,1,0.0
Air bag controller assy,1,0.0
watherstrip fr out,1,0.0
Fr W/S Glass,1,0.0
panel frt pille lwr l,1,0.0
Wheel Comp.,1,0.0
"Nut, Wheel",1,0.0
WHEEL ARC BLACK,1,0.0
Rim ,1,0.0
head lamp assy ,1,0.0
HOOD MEMBER COMP,1,0.0
HINGE FRONT HOOD RH and LH,1,0.0
Damper Right,1,0.0
COWL TOP SASH,1,0.0
Brace comp hoodlock,1,0.0
CVER RR DOR UPPER RAIL,1,0.0
RAIL RR DOR UPPER RH,1,0.0
TAPE FR DOOR RIGHT,1,0.0
Holder rear right,1,0.0
HANDLE OUTSDE R,1,0.0
GARNISH RADIATOR GRILL  UPPER LH,1,0.0
STUD LH,1,0.0
RADIATIR OUTLET,1,0.0
Weatherstrip Rear Door Opening R,1,0.0
"STRUT ASSY,FRONT SPNSR,R",1,0.0
"TRIM CTR PILLAR LOWER,L",1,0.0
BUMPER LOWER SUPPORT,1,0.0
BUNMPER FRONT ASSY,1,0.0
Extension Assly Fr BPR Lwr,1,0.0
CLAIP,1,0.0
LOWER MEMBER FRONT ASSY,1,0.0
"SPLASH,L RD",1,0.0
Valve tyre.,1,0.0
"SIDE SILL, LH",1,0.0
Bracket Front Right Lower,1,0.0
DECAL STRIP RR QTR L,1,0.0
DEG RANK BRACKET,1,0.0
DEG TANK NO 2 BRACKET,1,0.0
EMBKEM S,1,0.0
PLATE,1,0.0
WHEEL COMP(1,1,0.0
Guard Side Sill Splash,1,0.0
weatherstrip assy frt open l,1,0.0
BRT. APRON LWR MEMBER LH,1,0.0
FRONT CENTER GRILLE,1,0.0
"HOLDER, FR BUMPER SIDE RH AND LH UPPER AND LOWER",1,0.0
"REINF,REAR",1,0.0
Garnish Roof Right,1,0.0
Guard assy splash,1,0.0
"BOLT,CROSS MEMBER",1,0.0
Indicator front lh,1,0.0
WEATHERSTRIP FRONTDOOR OUT R,1,0.0
HINGE FRONT DOORLOWER RH,1,0.0
"EMBLEM S MARK, ESTEE",1,0.0
PADEL ASSY ACCELARATOR,1,0.0
TAPE PILLLAR FR UPPER LH,1,0.0
TAPE FR DOOR FR OUTER LH,1,0.0
